BSiPercent.1 comps,BSiPercent.2 comps,BSiPercent.3 comps
15.271147578569938,15.235679222839693,12.570871725265931
9.527477990543183,11.401716262759486,8.4585935784265
13.252978286443108,12.82815147433484,10.28408194103318
9.99295215982388,8.374604300928647,8.216713517572122
9.99295215982388,8.374604300928647,8.216713517572122
12.032138143246952,11.627211185794339,8.644412033804173
16.895632765216792,16.541739236625048,15.11096350190023
11.005522160720366,11.1662615509024,9.52648363234327
14.893097298575478,12.96074066521959,11.056130175355253
14.63456805352332,14.971563510964657,17.281836985732042
14.63456805352332,14.971563510964657,17.281836985732042
14.857980128273427,19.695927169268472,20.68791499926719
12.396475821516715,17.31855081933612,19.622483301021347
16.087998405304724,18.62295928109333,16.32930634991332
9.509311018229019,4.889967032547569,4.5334923218697085
21.120205128057812,18.45098183211154,20.59814369581596
21.120205128057812,18.45098183211154,20.59814369581596
21.120205128057812,18.45098183211154,20.59814369581596
5.126265040737081,6.669965593664838,7.044236628623433
5.126265040737081,6.669965593664838,7.044236628623433
5.745730910751598,6.031675276602575,6.049565442096836
5.745730910751598,6.031675276602575,6.049565442096836
9.56272344048936,11.116857683441593,11.091115796784118
9.56272344048936,11.116857683441593,11.091115796784118
7.721268221772659,11.392553636840027,12.44123712820612
7.721268221772659,11.392553636840027,12.44123712820612
9.677768025535544,10.115456513550916,8.934512522176902
9.677768025535544,10.115456513550916,8.934512522176902
15.994827477350555,14.59384379302421,14.046089867981344
7.986692820658886,4.0489317923395145,4.251313073941528
7.986692820658886,4.0489317923395145,4.251313073941528
12.419894957245596,14.394371409932358,14.992055871721778
12.419894957245596,14.394371409932358,14.992055871721778
6.4225058357577085,5.432460657915646,5.465973417330289
6.4225058357577085,5.432460657915646,5.465973417330289
7.518252893612976,8.410449573521564,8.641534471506136
7.518252893612976,8.410449573521564,8.641534471506136
-1.8302069730320731,-4.467261190204539,-3.111914106255469
-1.692240204948778,-4.50621189927975,-3.1935301207563977
